ID_Nasabah,Bulan,Tahun,Saldo
1022,February,2022,0
1022,March,2022,0
1022,April,2022,0
1022,May,2022,0
1022,June,2022,0
1022,July,2022,0
1022,August,2022,0
1022,September,2022,0
1022,October,2022,0
1022,November,2022,0
1022,December,2022,0
1023,May,2020,24838694
1023,June,2020,23152338
1023,July,2020,24701377
1023,August,2020,27068279
1023,September,2020,26992473
1023,October,2020,25617290
1023,November,2020,24715802
1023,December,2020,24572204
1023,January,2021,0
1023,February,2021,0
1023,March,2021,0
1023,April,2021,0
1023,May,2021,0
1023,June,2021,0
1023,July,2021,0
1023,August,2021,0
1023,September,2021,0
1023,October,2021,0
1023,November,2021,0
1023,December,2021,0
1023,January,2022,0
1023,February,2022,0
1023,March,2022,0
1023,April,2022,0
1023,May,2022,0
1023,June,2022,0
1023,July,2022,0
1023,August,2022,0
1023,September,2022,0
1023,October,2022,0
1023,November,2022,0
1023,December,2022,0
1024,December,2020,16458558
1024,January,2021,15628155
1024,February,2021,15969076
1024,March,2021,15768842
1024,April,2021,16066678
1024,May,2021,15972679
1024,June,2021,16797501
1024,July,2021,16207683
1024,August,2021,16880734
1024,September,2021,16625721
1024,October,2021,16603251
1024,November,2021,16881129
1024,December,2021,15793655
1024,January,2022,15524225
1024,February,2022,16272226
1024,March,2022,16234740
1024,April,2022,16193205
1024,May,2022,16435545
1024,June,2022,15730374
1024,July,2022,16027466
1024,August,2022,15998483
1024,September,2022,16424472
1024,October,2022,16250943
1024,November,2022,16613616
1024,December,2022,15526315
1025,September,2021,26207602
1025,October,2021,24260203
1025,November,2021,24918968
1025,December,2021,25546577
1025,January,2022,24537647
1025,February,2022,25885013
1025,March,2022,24000000
1025,April,2022,25165306
1025,May,2022,0
1025,June,2022,0
1025,July,2022,0
1025,August,2022,0
1025,September,2022,0
1025,October,2022,0
1025,November,2022,0
1025,December,2022,0
1026,March,2021,21708991
1026,April,2021,20347151
1026,May,2021,20118877
1026,June,2021,21375401
1026,July,2021,22220244
1026,August,2021,22068950
1026,September,2021,20140558
1026,October,2021,20822002
1026,November,2021,21617772
1026,December,2021,20537603
1026,January,2022,20009207
1026,February,2022,21563274
1026,March,2022,0
1026,April,2022,0
1026,May,2022,0
1026,June,2022,0
1026,July,2022,0
1026,August,2022,0
1026,September,2022,0
1026,October,2022,0
1026,November,2022,0
1026,December,2022,0
1027,May,2020,0
1027,June,2020,0
1027,July,2020,0
1027,August,2020,0
1027,September,2020,0
1027,October,2020,0
1027,November,2020,0
1027,December,2020,0
1027,January,2021,0
1027,February,2021,0
1027,March,2021,0
1027,April,2021,0
1027,May,2021,0
1027,June,2021,0
1027,July,2021,0
1027,August,2021,0
1027,September,2021,0
1027,October,2021,0
1027,November,2021,0
1027,December,2021,0
1027,January,2022,0
1027,February,2022,0
1027,March,2022,0
1027,April,2022,0
1027,May,2022,0
1027,June,2022,0
1027,July,2022,0
1027,August,2022,0
1027,September,2022,0
1027,October,2022,0
1027,November,2022,0
1027,December,2022,0
1028,October,2021,5477284
1028,November,2021,5644479
1028,December,2021,5687487
1028,January,2022,5509998
1028,February,2022,5301456
1028,March,2022,5256776
1028,April,2022,5399858
1028,May,2022,5774283
1028,June,2022,5799967
1028,July,2022,5841451
1028,August,2022,6045713
1028,September,2022,5458565
1028,October,2022,5184557
1028,November,2022,5061974
1028,December,2022,5316629
1029,May,2021,8210953
1029,June,2021,8609076
1029,July,2021,8588146
1029,August,2021,8399983
1029,September,2021,8975253
1029,October,2021,9511764
1029,November,2021,8958815
1029,December,2021,8534344
1029,January,2022,8735517
1029,February,2022,8681584
1029,March,2022,8679974
1029,April,2022,9489398
1029,May,2022,8899787
1029,June,2022,8725078
1029,July,2022,8800693
1029,August,2022,8932193
1029,September,2022,8712930
1029,October,2022,8191866
1029,November,2022,8426596
1029,December,2022,8000000
1030,August,2020,12663690
1030,September,2020,13198906
1030,October,2020,13836043
1030,November,2020,12853786
1030,December,2020,13276108
1030,January,2021,13409389
1030,February,2021,12576186
1030,March,2021,12105562
1030,April,2021,12261284
1030,May,2021,12742961
1030,June,2021,13363423
1030,July,2021,13523476
1030,August,2021,14187251
1030,September,2021,14302092
1030,October,2021,14077703
1030,November,2021,14030853
1030,December,2021,14402380
1030,January,2022,13559803
1030,February,2022,12809189
1030,March,2022,13167777
1030,April,2022,13617759
1030,May,2022,14009391
1030,June,2022,14148084
1030,July,2022,13627076
1030,August,2022,13026043
1030,September,2022,13176293
1030,October,2022,13426144
1030,November,2022,13653601
1030,December,2022,14168959
1031,December,2021,22700091
1031,January,2022,23409766
1031,February,2022,23386120
1031,March,2022,0
1031,April,2022,0
1031,May,2022,0
1031,June,2022,0
1031,July,2022,0
1031,August,2022,0
1031,September,2022,0
1031,October,2022,0
1031,November,2022,0
1031,December,2022,0
1032,April,2022,10178228
1032,May,2022,10175841
1032,June,2022,10839544
1032,July,2022,10970711
1032,August,2022,11271188
1032,September,2022,0
1032,October,2022,0
1032,November,2022,0
1032,December,2022,0
1033,February,2020,9580677
1033,March,2020,9628904
1033,April,2020,9789562
1033,May,2020,9532439
1033,June,2020,9442625
1033,July,2020,9731284
1033,August,2020,9941978
1033,September,2020,9816192
1033,October,2020,9455665
1033,November,2020,9241059
1033,December,2020,9789216
1033,January,2021,9546170
1033,February,2021,9468204
1033,March,2021,9764275
1033,April,2021,9564232
1033,May,2021,10476921
1033,June,2021,10226383
1033,July,2021,10963315
1033,August,2021,10548342
1033,September,2021,10043160
1033,October,2021,10699646
1033,November,2021,10404633
1033,December,2021,10018962
1033,January,2022,0
1033,February,2022,0
1033,March,2022,0
1033,April,2022,0
1033,May,2022,0
1033,June,2022,0
1033,July,2022,0
1033,August,2022,0
1033,September,2022,0
1033,October,2022,0
1033,November,2022,0
1033,December,2022,0
1034,February,2020,12747737
1034,March,2020,12305916
1034,April,2020,12000000
1034,May,2020,12000000
1034,June,2020,12568990
1034,July,2020,12699018
1034,August,2020,13366049
1034,September,2020,12257793
1034,October,2020,12936514
1034,November,2020,12766643
1034,December,2020,12294121
1034,January,2021,12255288
1034,February,2021,12000000
1034,March,2021,12000000
1034,April,2021,12001466
1034,May,2021,0
1034,June,2021,0
1034,July,2021,0
1034,August,2021,0
1034,September,2021,0
1034,October,2021,0
1034,November,2021,0
1034,December,2021,0
1034,January,2022,0
1034,February,2022,0
1034,March,2022,0
1034,April,2022,0
1034,May,2022,0
1034,June,2022,0
1034,July,2022,0
1034,August,2022,0
1034,September,2022,0
1034,October,2022,0
1034,November,2022,0
1034,December,2022,0
1035,January,2020,0
1035,February,2020,0
1035,March,2020,0
1035,April,2020,0
1035,May,2020,0
1035,June,2020,0
1035,July,2020,0
1035,August,2020,0
1035,September,2020,0
1035,October,2020,0
1035,November,2020,0
1035,December,2020,0
1035,January,2021,0
1035,February,2021,0
1035,March,2021,0
1035,April,2021,0
1035,May,2021,0
1035,June,2021,0
1035,July,2021,0
1035,August,2021,0
1035,September,2021,0
1035,October,2021,0
1035,November,2021,0
1035,December,2021,0
1035,January,2022,0
1035,February,2022,0
1035,March,2022,0
1035,April,2022,0
1035,May,2022,0
1035,June,2022,0
1035,July,2022,0
1035,August,2022,0
1035,September,2022,0
1035,October,2022,0
1035,November,2022,0
1035,December,2022,0
1036,January,2021,19510436
1036,February,2021,19406584
1036,March,2021,19738605
1036,April,2021,21002678
1036,May,2021,20658854
1036,June,2021,21966398
1036,July,2021,20292056
1036,August,2021,21148313
1036,September,2021,19755427
1036,October,2021,19323786
1036,November,2021,20928947
1036,December,2021,21950836
1036,January,2022,22380396
1036,February,2022,21760609
1036,March,2022,20196597
1036,April,2022,21174784
1036,May,2022,21002446
1036,June,2022,19652969
1036,July,2022,19869785
1036,August,2022,21246846
1036,September,2022,21125141
1036,October,2022,20821267
1036,November,2022,21329429
1036,December,2022,21544237
1037,December,2020,30667154
1037,January,2021,28000000
1037,February,2021,30250893
1037,March,2021,28947112
1037,April,2021,28000000
1037,May,2021,28000000
1037,June,2021,28486119
1037,July,2021,29077584
1037,August,2021,28140665
1037,September,2021,0
1037,October,2021,0
1037,November,2021,0
1037,December,2021,0
1037,January,2022,0
1037,February,2022,0
1037,March,2022,0
1037,April,2022,0
1037,May,2022,0
1037,June,2022,0
1037,July,2022,0
1037,August,2022,0
1037,September,2022,0
1037,October,2022,0
1037,November,2022,0
1037,December,2022,0
1038,August,2022,11971197
1038,September,2022,11425620
1038,October,2022,11358204
1038,November,2022,11769459
1038,December,2022,11192443
1039,November,2022,32467704
1039,December,2022,31988266
1040,November,2020,27040388
1040,December,2020,27040206
1040,January,2021,29158067
1040,February,2021,29880324
1040,March,2021,28649555
1040,April,2021,30109574
1040,May,2021,29435879
1040,June,2021,28298568
1040,July,2021,27789151
1040,August,2021,27834213
1040,September,2021,0
1040,October,2021,0
1040,November,2021,0
1040,December,2021,0
1040,January,2022,0
1040,February,2022,0
1040,March,2022,0
1040,April,2022,0
1040,May,2022,0
1040,June,2022,0
1040,July,2022,0
1040,August,2022,0
1040,September,2022,0
1040,October,2022,0
1040,November,2022,0
1040,December,2022,0
1041,March,2022,21606721
1041,April,2022,23179453
1041,May,2022,22788526
1041,June,2022,21928784
1041,July,2022,21000000
1041,August,2022,21131993
1041,September,2022,21149024
1041,October,2022,21057019
1041,November,2022,21000000
1041,December,2022,21084535
1042,July,2022,13206879
1042,August,2022,13539804
1042,September,2022,13750348
1042,October,2022,14207830
1042,November,2022,15083612
1042,December,2022,15017276
1043,September,2022,29695177
1043,October,2022,31533185
1043,November,2022,31456847
1043,December,2022,32302022
1044,October,2020,2190300
1044,November,2020,2228863
1044,December,2020,2048883
1044,January,2021,0
1044,February,2021,0
1044,March,2021,0
1044,April,2021,0
1044,May,2021,0
1044,June,2021,0
1044,July,2021,0
1044,August,2021,0
1044,September,2021,0
1044,October,2021,0
1044,November,2021,0
1044,December,2021,0
1044,January,2022,0
1044,February,2022,0
1044,March,2022,0
1044,April,2022,0
1044,May,2022,0
1044,June,2022,0
1044,July,2022,0
1044,August,2022,0
1044,September,2022,0
1044,October,2022,0
1044,November,2022,0
1044,December,2022,0
1045,July,2021,13472982
1045,August,2021,13969179
1045,September,2021,13142921
1045,October,2021,13581125
1045,November,2021,14909762
1045,December,2021,13447778
1045,January,2022,13172701
1045,February,2022,13919790
1045,March,2022,13639274
1045,April,2022,13075120
1045,May,2022,13000000
1045,June,2022,13272182
1045,July,2022,13863256
1045,August,2022,13261401
1045,September,2022,13000000
1045,October,2022,13276718
1045,November,2022,13213352
1045,December,2022,13000000
1046,December,2021,26654335
1046,January,2022,26958080
1046,February,2022,26622824
1046,March,2022,27511513
1046,April,2022,25391124
1046,May,2022,25000000
1046,June,2022,25000000
1046,July,2022,25466995
1046,August,2022,25537893
1046,September,2022,25730836
1046,October,2022,27738512
1046,November,2022,28759883
1046,December,2022,28987867
1047,June,2020,20273247
1047,July,2020,20982617
1047,August,2020,20564063
1047,September,2020,22568721
1047,October,2020,21655181
1047,November,2020,22872934
1047,December,2020,23805617
1047,January,2021,22511860
1047,February,2021,24010741
1047,March,2021,24185494
1047,April,2021,25777723
1047,May,2021,25017752
1047,June,2021,24365037
1047,July,2021,24949826
1047,August,2021,25000153
1047,September,2021,25735465
1047,October,2021,24757076
1047,November,2021,19000000
1047,December,2021,19000000
1047,January,2022,0
1047,February,2022,0
1047,March,2022,0
1047,April,2022,0
1047,May,2022,0
1047,June,2022,0
1047,July,2022,0
1047,August,2022,0
1047,September,2022,0
1047,October,2022,0
1047,November,2022,0
1047,December,2022,0
1048,September,2021,13993499
1048,October,2021,13420660
1048,November,2021,13679131
1048,December,2021,13988117
1048,January,2022,13970433
1048,February,2022,13706065
1048,March,2022,13575599
1048,April,2022,13000000
1048,May,2022,13469604
1048,June,2022,13715580
1048,July,2022,13544383
1048,August,2022,13257688
1048,September,2022,0
1048,October,2022,0
1048,November,2022,0
1048,December,2022,0
1049,December,2020,26898287
1049,January,2021,0
1049,February,2021,0
1049,March,2021,0
1049,April,2021,0
1049,May,2021,0
1049,June,2021,0
1049,July,2021,0
1049,August,2021,0
1049,September,2021,0
1049,October,2021,0
1049,November,2021,0
1049,December,2021,0
1049,January,2022,0
1049,February,2022,0
1049,March,2022,0
1049,April,2022,0
1049,May,2022,0
1049,June,2022,0
1049,July,2022,0
1049,August,2022,0
1049,September,2022,0
1049,October,2022,0
1049,November,2022,0
1049,December,2022,0
1050,September,2021,8213295
1050,October,2021,8238615
1050,November,2021,8941355
1050,December,2021,8441932
1050,January,2022,8649021
1050,February,2022,8881200
1050,March,2022,8222631
1050,April,2022,8797684
1050,May,2022,8672161
1050,June,2022,8786643
1050,July,2022,8324630
1050,August,2022,8539277
1050,September,2022,8338862
1050,October,2022,8132847
1050,November,2022,8000000
1050,December,2022,8000000
1051,August,2022,29437285
1051,September,2022,29788908
1051,October,2022,30029597
1051,November,2022,32897901
1051,December,2022,31113643
1052,June,2022,23484978
1052,July,2022,25089932
1052,August,2022,26363338
1052,September,2022,26347800
1052,October,2022,25557237
1052,November,2022,25706616
1052,December,2022,24079067
1053,December,2022,28932963
1054,August,2021,17760934
1054,September,2021,0
1054,October,2021,0
1054,November,2021,0
1054,December,2021,0
1054,January,2022,0
1054,February,2022,0
1054,March,2022,0
1054,April,2022,0
1054,May,2022,0
1054,June,2022,0
1054,July,2022,0
1054,August,2022,0
1054,September,2022,0
1054,October,2022,0
1054,November,2022,0
1054,December,2022,0
1055,June,2021,25247913
1055,July,2021,25868168
1055,August,2021,26809805
1055,September,2021,25775009
1055,October,2021,27089225
1055,November,2021,26021137
1055,December,2021,26695163
1055,January,2022,27716434
1055,February,2022,28501026
1055,March,2022,28944535
1055,April,2022,30940931
1055,May,2022,30387573
1055,June,2022,31990580
1055,July,2022,31253475
1055,August,2022,30363436
1055,September,2022,32122752
1055,October,2022,30476518
1055,November,2022,28663726
1055,December,2022,30426805
1056,August,2021,15830358
1056,September,2021,14719210
1056,October,2021,15808098
1056,November,2021,15278306
1056,December,2021,14669358
1056,January,2022,0
1056,February,2022,0
1056,March,2022,0
1056,April,2022,0
1056,May,2022,0
1056,June,2022,0
1056,July,2022,0
1056,August,2022,0
1056,September,2022,0
1056,October,2022,0
1056,November,2022,0
1056,December,2022,0
1057,August,2020,19501264
1057,September,2020,18847531
1057,October,2020,18927809
1057,November,2020,19085007
1057,December,2020,19868513
1057,January,2021,19521647
1057,February,2021,18577125
1057,March,2021,18582768
1057,April,2021,19233987
1057,May,2021,18245938
1057,June,2021,18737885
1057,July,2021,17801302
1057,August,2021,17801302
1057,September,2021,0
1057,October,2021,0
1057,November,2021,0
1057,December,2021,0
1057,January,2022,0
1057,February,2022,0
1057,March,2022,0
1057,April,2022,0
1057,May,2022,0
1057,June,2022,0
1057,July,2022,0
1057,August,2022,0
1057,September,2022,0
1057,October,2022,0
1057,November,2022,0
1057,December,2022,0
1058,May,2021,0
1058,June,2021,0
1058,July,2021,0
1058,August,2021,0
1058,September,2021,0
1058,October,2021,0
1058,November,2021,0
1058,December,2021,0
1058,January,2022,0
1058,February,2022,0
1058,March,2022,0
1058,April,2022,0
1058,May,2022,0
1058,June,2022,0
1058,July,2022,0
1058,August,2022,0
1058,September,2022,0
1058,October,2022,0
1058,November,2022,0
1058,December,2022,0
1059,November,2022,28963429
1059,December,2022,28132745
1060,October,2022,13534662
1060,November,2022,13870197
1060,December,2022,13661036
1061,March,2021,0
1061,April,2021,0
1061,May,2021,0
1061,June,2021,0
1061,July,2021,0
1061,August,2021,0
1061,September,2021,0
1061,October,2021,0
1061,November,2021,0
1061,December,2021,0
1061,January,2022,0
1061,February,2022,0
1061,March,2022,0
1061,April,2022,0
1061,May,2022,0
1061,June,2022,0
1061,July,2022,0
1061,August,2022,0
1061,September,2022,0
1061,October,2022,0
1061,November,2022,0
1061,December,2022,0
1062,March,2021,24851264
1062,April,2021,24597106
1062,May,2021,23079647
1062,June,2021,23755090
1062,July,2021,24358361
1062,August,2021,22918681
1062,September,2021,22927411
1062,October,2021,23904430
1062,November,2021,23228384
1062,December,2021,25178480
1062,January,2022,22986984
1062,February,2022,23364618
1062,March,2022,24331673
1062,April,2022,23587337
1062,May,2022,22918681
1062,June,2022,24767530
1062,July,2022,23399071
1062,August,2022,24486568
1062,September,2022,0
1062,October,2022,0
1062,November,2022,0
1062,December,2022,0
1063,September,2020,31418875
1063,October,2020,29649280
1063,November,2020,30637303
1063,December,2020,30210647
1063,January,2021,32604118
1063,February,2021,31168903
1063,March,2021,30281933
1063,April,2021,29416668
1063,May,2021,28962298
1063,June,2021,28649362
1063,July,2021,30327309
1063,August,2021,31588738
1063,September,2021,29538421
1063,October,2021,30493356
1063,November,2021,28951057
1063,December,2021,31522636
1063,January,2022,32789030
1063,February,2022,34279922
1063,March,2022,33036761
1063,April,2022,31152500
1063,May,2022,30414902
1063,June,2022,31635471
1063,July,2022,32387990
1063,August,2022,30319682
1063,September,2022,30271696
1063,October,2022,29047872
1063,November,2022,28945777
1063,December,2022,32063657
1064,April,2020,27884908
1064,May,2020,0
1064,June,2020,0
1064,July,2020,0
1064,August,2020,0
1064,September,2020,0
1064,October,2020,0
1064,November,2020,0
1064,December,2020,0
1064,January,2021,0
1064,February,2021,0
1064,March,2021,0
1064,April,2021,0
1064,May,2021,0
1064,June,2021,0
1064,July,2021,0
1064,August,2021,0
1064,September,2021,0
1064,October,2021,0
1064,November,2021,0
1064,December,2021,0
1064,January,2022,0
1064,February,2022,0
1064,March,2022,0
1064,April,2022,0
1064,May,2022,0
1064,June,2022,0
1064,July,2022,0
1064,August,2022,0
1064,September,2022,0
1064,October,2022,0
1064,November,2022,0
1064,December,2022,0
1065,May,2020,1123375
1065,June,2020,1095378
1065,July,2020,1149139
1065,August,2020,1136742
1065,September,2020,1117510
1065,October,2020,1129003
1065,November,2020,1182571
1065,December,2020,1167743
1065,January,2021,1254356
1065,February,2021,1242133
1065,March,2021,1162180
1065,April,2021,1194880
1065,May,2021,1239283
1065,June,2021,1202260
1065,July,2021,1292200
1065,August,2021,1255599
1065,September,2021,1307909
1065,October,2021,1310797
1065,November,2021,1356526
1065,December,2021,1342294
1065,January,2022,1227531
1065,February,2022,1298451
1065,March,2022,1242728
1065,April,2022,1280879
1065,May,2022,1307982
1065,June,2022,1255962
1065,July,2022,1318085
1065,August,2022,1381419
1065,September,2022,1298252
